Brand,Name,Location,Latitude (generated),Longitude (generated),Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Hyundai,Hyundai i20 Asta 1.2,Coimbatore,11,76.9667,2017,69627,Petrol,Manual,First,18.6,1197,81.83,5,6.212560697
Ford,Ford Fiesta Classic 1.6 SXI Duratec,Mumbai,18.9667,72.8333,2011,49000,Petrol,Manual,First,15.3,1596,99.6,5,5.708819405
Mercedes-Benz,Mercedes-Benz B Class B180 Sports,Mumbai,18.9667,72.8333,2015,25700,Petrol,Automatic,First,11.9,1595,120.7,5,20.77482376
Hyundai,Hyundai i20 Magna,Delhi,28.7,77.2,2012,80800,Petrol,Manual,First,18.5,1197,82.85,5,3.611186472
Maruti,Maruti Swift Dzire VDI,Hyderabad,17.3667,78.4667,2013,110896,Diesel,Manual,First,23.4,1248,74,5,3.785169512
Hyundai,Hyundai Santro Xing GLS,Kolkata,22.5411,88.3378,2009,62261,Petrol,Manual,First,17.92,1086,62.1,5,1.85694949
Maruti,Maruti Baleno Alpha,Kochi,9.9353,76.2592,2017,27610,Petrol,Manual,First,21.4,1197,83.1,5,6.1936189
Honda,Honda Accord 2.4 Elegance M/T,Kochi,9.9353,76.2592,2011,89219,Petrol,Manual,First,10.2,2354,180,5,4.78691634
Nissan,Nissan Micra XL CVT,Hyderabad,17.3667,78.4667,2018,6700,Petrol,Automatic,First,19.34,1198,75.94,5,8.853170088
Maruti,Maruti Zen Estilo LXI BS IV,Pune,18.5236,73.8478,2011,51599,Petrol,Manual,First,19,998,67.1,5,2.46614937
Hyundai,Hyundai Elantra CRDi SX,Kolkata,22.5411,88.3378,2013,37489,Diesel,Manual,First,22.7,1582,126.24,5,5.268359911
Tata,Tata Indica V2 DiCOR DLG BS-III,Mumbai,18.9667,72.8333,2016,98000,Diesel,Manual,First,17.5,1396,70,5,5.360661734
Tata,Tata Nano Lx,Hyderabad,17.3667,78.4667,2012,25183,Petrol,Manual,First,26,624,35,4,5.326701532
BMW,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,12.9699,77.598,2015,52100,Diesel,Automatic,Second,18.12,1995,190,5,25.35039901
Honda,Honda Amaze S i-Dtech,Pune,18.5236,73.8478,2014,60000,Diesel,Manual,First,25.8,1498,98.6,5,4.521813407
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,Kolkata,22.5411,88.3378,2013,51000,Diesel,Manual,First,22.07,1199,73.9,5,3.578844717
Tata,Tata Indica Vista Quadrajet LX,Mumbai,18.9667,72.8333,2012,70000,Diesel,Manual,First,22.3,1248,74,5,3.134165212
Audi,Audi Q3 30 TDI S Edition,Jaipur,26.9167,75.8667,2015,95000,Diesel,Manual,First,17.32,1968,138.13,5,18.36641505
Honda,Honda City i DTEC SV,Jaipur,26.9167,75.8667,2014,66346,Diesel,Manual,First,26,1498,98.6,5,3.724638832
Honda,Honda Amaze SX i-DTEC,Hyderabad,17.3667,78.4667,2015,69150,Diesel,Manual,First,25.8,1498,98.6,5,4.699651062
Hyundai,Hyundai i20 Asta Option 1.2,Bangalore,12.9699,77.598,2016,31000,Petrol,Manual,First,18.6,1197,81.83,5,6.396751325
BMW,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,12.9699,77.598,2013,49000,Diesel,Automatic,Second,18.12,1995,190,5,21.13408361
Honda,Honda Brio S MT,Kochi,9.9353,76.2592,2014,63058,Petrol,Manual,First,19.4,1198,86.8,5,4.423014382
Mercedes-Benz,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Delhi,28.7,77.2,2016,22000,Diesel,Automatic,First,19.71,2143,201.15,5,31.86961978
Volkswagen,Volkswagen Polo 1.2 MPI Highline,Coimbatore,11,76.9667,2015,73026,Petrol,Manual,First,16.47,1198,74,5,5.142088817
Hyundai,Hyundai i10 Magna AT,Coimbatore,11,76.9667,2011,21762,Petrol,Automatic,Second,19.2,1197,80,5,4.797081864
Hyundai,Hyundai Verna 1.6 SX VTVT,Coimbatore,11,76.9667,2018,29738,Petrol,Manual,First,17.01,1591,121.3,5,8.599673932
Hyundai,Hyundai i20 1.2 Magna Executive,Mumbai,18.9667,72.8333,2018,16053,Petrol,Manual,First,18.6,1197,81.83,5,7.240622755
BMW,BMW 5 Series 525d Sedan,Kochi,9.9353,76.2592,2012,61665,Diesel,Automatic,First,16.73,2993,218,5,31.9138128
Maruti,Maruti Swift Dzire Vdi BSIV,Delhi,28.7,77.2,2015,51000,Diesel,Manual,First,19.3,1248,73.9,5,5.372368482
Honda,Honda BRV i-DTEC V MT,Bangalore,12.9699,77.598,2016,34820,Diesel,Manual,First,21.9,1498,98.6,7,8.939931545
Maruti,Maruti Ertiga VXI,Mumbai,18.9667,72.8333,2018,12000,Petrol,Manual,First,17.5,1373,91.1,7,10.43142202
Maruti,Maruti Swift Dzire VDI Optional,Hyderabad,17.3667,78.4667,2017,32287,Diesel,Manual,First,26.59,1248,74,5,5.754523661
BMW,BMW X3 xDrive20d,Coimbatore,11,76.9667,2015,74485,Diesel,Automatic,First,16.09,1995,184,5,23.48744457
Chevrolet,Chevrolet Beat Diesel LS,Chennai,13.09,80.27,2011,63000,Diesel,Manual,First,25.44,936,57.6,5,2.658630215
Audi,Audi Q3 30 TDI Premium FWD,Coimbatore,11,76.9667,2018,53190,Diesel,Automatic,First,18.51,1968,147.51,5,29.10922886
Mercedes-Benz,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,12.9699,77.598,2016,26900,Diesel,Automatic,First,12,2987,224,7,41.44720972
BMW,BMW 3 Series GT 320d Sport Line,Hyderabad,17.3667,78.4667,2015,40000,Diesel,Automatic,First,19.59,1995,184,5,22.00331575
Hyundai,Hyundai Grand i10 Asta Option,Coimbatore,11,76.9667,2016,40587,Petrol,Manual,First,18.9,1197,82,5,6.005093401
Hyundai,Hyundai Grand i10 Asta,Hyderabad,17.3667,78.4667,2015,27000,Petrol,Manual,First,18.9,1197,82,5,5.331472061
Toyota,Toyota Etios Liva VD,Coimbatore,11,76.9667,2016,29108,Diesel,Manual,First,23.59,1364,67.04,5,8.560442393
Datsun,Datsun GO T Petrol,Mumbai,18.9667,72.8333,2015,18000,Petrol,Manual,First,19.83,1198,67,5,4.879703568
Maruti,Maruti Ignis 1.2 Alpha,Kolkata,22.5411,88.3378,2017,10500,Petrol,Manual,First,20.89,1197,81.8,5,6.106275858
Maruti,Maruti A-Star Zxi,Chennai,13.09,80.27,2009,60000,Petrol,Manual,Third,19,998,66.1,5,2.028873442
Honda,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,18.5236,73.8478,2011,61000,Petrol,Automatic,Third,13.9,1799,130.3,5,4.338243122
Maruti,Maruti Alto 800 LXI,Kolkata,22.5411,88.3378,2017,5000,Petrol,Manual,First,22.74,796,47.3,5,5.245098456
Jaguar,Jaguar XE 2.0L Diesel Prestige,Pune,18.5236,73.8478,2018,24001,Diesel,Automatic,First,13.6,1999,177,5,38.68321618
Hyundai,Hyundai i20 1.4 CRDi Sportz,Hyderabad,17.3667,78.4667,2011,76000,Diesel,Manual,First,23,1396,90,5,2.631041857
Ford,Ford EcoSport 1.0 Ecoboost Titanium Plus,Hyderabad,17.3667,78.4667,2014,56000,Petrol,Manual,First,18.88,999,123.24,5,6.107897159
Mahindra,Mahindra KUV 100 mFALCON G80 K4 5str,Mumbai,18.9667,72.8333,2016,30000,Petrol,Manual,First,18.15,1198,82,5,6.686109461
Maruti,Maruti Vitara Brezza VDi Option,Hyderabad,17.3667,78.4667,2017,44263,Diesel,Manual,First,24.3,1248,88.5,5,6.229055516
Ford,Ford Figo Diesel ZXI,Hyderabad,17.3667,78.4667,2011,97899,Diesel,Manual,First,20,1399,68,5,2.643549674
Volkswagen,Volkswagen Vento Diesel Highline,Jaipur,26.9167,75.8667,2011,157301,Diesel,Manual,Second,20.54,1598,103.6,5,2.393331254
Fiat,Fiat Avventura FIRE Dynamic,Pune,18.5236,73.8478,2016,35000,Petrol,Manual,Second,14.4,1368,88.8,5,6.572126506
Honda,Honda Civic 2006-2010 1.8 V MT,Pune,18.5236,73.8478,2009,106000,Petrol,Manual,First,13.5,1799,130,5,2.225563515
Honda,Honda CR-V Diesel,Kolkata,22.5411,88.3378,2016,121590,Diesel,Manual,First,18,2000,148,5,7.065363468
Maruti,Maruti Wagon R LXI,Delhi,28.7,77.2,2012,64692,Petrol,Manual,First,22.5,998,67.04,5,2.55142055
Hyundai,Hyundai i10 Magna,Mumbai,18.9667,72.8333,2010,41000,Petrol,Manual,First,20.36,1197,78.9,5,2.576566195
Volkswagen,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,11,76.9667,2018,25143,Diesel,Automatic,First,22,1498,108.495,5,11.13600739
Volkswagen,Volkswagen Vento Diesel Highline,Ahmedabad,23.03,72.58,2011,51000,Diesel,Manual,First,20.54,1598,103.6,5,3.476798982
Hyundai,Hyundai Accent CRDi,Pune,18.5236,73.8478,2005,109000,Diesel,Manual,Second,13.1,1493,82,5,1.873075422
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,9.9353,76.2592,2015,69062,Diesel,Manual,First,22.7,1498,89.84,5,5.499565154
Jaguar,Jaguar XF 2.2 Litre Luxury,Kochi,9.9353,76.2592,2015,34386,Diesel,Automatic,First,16.36,2179,187.7,5,38.43867637
Maruti,Maruti Baleno Alpha 1.2,Delhi,28.7,77.2,2016,20185,Petrol,Manual,First,21.4,1197,83.1,5,5.714220872
Hyundai,Hyundai Grand i10 CRDi Magna,Hyderabad,17.3667,78.4667,2013,41585,Diesel,Manual,First,24,1120,70,5,3.82585382
Hyundai,Hyundai EON Era,Kolkata,22.5411,88.3378,2011,24000,Petrol,Manual,First,21.1,814,55.2,5,2.638669782
Mercedes-Benz,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,12.9699,77.598,2016,40000,Diesel,Automatic,First,15,2143,204,5,36.65432867
Ford,Ford EcoSport 1.5 Diesel Titanium,Chennai,13.09,80.27,2015,67630,Diesel,Manual,First,23,1498,98.96,5,5.76214424
Maruti,Maruti Celerio VXI AT,Coimbatore,11,76.9667,2016,24192,Petrol,Automatic,First,23.1,998,67.04,5,6.691259275
Maruti,Maruti Vitara Brezza VDi Option,Hyderabad,17.3667,78.4667,2017,32248,Diesel,Manual,First,24.3,1248,88.5,5,6.410619342
Mahindra,Mahindra Xylo E9,Mumbai,18.9667,72.8333,2013,28000,Diesel,Manual,First,13,2179,120,8,8.743819051
Hyundai,Hyundai Creta 1.6 SX Automatic,Kochi,9.9353,76.2592,2018,36471,Petrol,Automatic,First,14.8,1591,121.3,5,10.80918783
Honda,Honda Mobilio V i VTEC,Kochi,9.9353,76.2592,2015,69689,Petrol,Manual,First,17.3,1497,117.3,7,6.447086677
Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Kochi,9.9353,76.2592,2015,69095,Diesel,Automatic,First,11.3,2987,254.8,7,36.24839473
Hyundai,Hyundai i20 Magna,Kolkata,22.5411,88.3378,2010,46000,Petrol,Manual,First,18.5,1197,80,5,2.559128791
Mercedes-Benz,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,18.9667,72.8333,2008,65000,Petrol,Automatic,Third,10.13,3498,364.9,5,14.49743659
Volkswagen,Volkswagen Vento 1.5 TDI Highline,Chennai,13.09,80.27,2015,119258,Diesel,Manual,First,20.64,1498,108.5,5,5.038913518
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,12.9699,77.598,2015,38339,Diesel,Automatic,First,13,2143,201.1,5,33.55232129
Toyota,Toyota Etios V,Mumbai,18.9667,72.8333,2012,59503,Petrol,Manual,First,16.78,1496,88.73,5,6.668954163
Tata,Tata Indica Vista Aqua TDI BSIII,Chennai,13.09,80.27,2010,93600,Diesel,Manual,Third,17,1405,71,5,3.120835984
Volkswagen,Volkswagen Passat 1.8 TSI MT,Coimbatore,11,76.9667,2011,58865,Petrol,Manual,First,14.3,1798,160,5,5.050727443
Maruti,Maruti Alto LXi,Coimbatore,11,76.9667,2012,64631,Petrol,Manual,First,19.7,796,46.3,5,2.58766786
Skoda,Skoda Laura 1.9 TDI MT Elegance,Pune,18.5236,73.8478,2007,124298,Diesel,Manual,Second,17,1896,105,5,3.151888638
Maruti,Maruti Wagon R LX,Jaipur,26.9167,75.8667,2003,50000,Petrol,Manual,Second,18.9,998,67.1,5,1.138081634
Nissan,Nissan Sunny 2011-2014 Diesel XV,Kolkata,22.5411,88.3378,2013,40001,Diesel,Manual,First,21.64,1461,84.8,5,3.81859919
Honda,Honda Brio VX,Bangalore,12.9699,77.598,2015,62659,Petrol,Manual,First,19.4,1198,86.8,5,4.878387465
Hyundai,Hyundai i10 Sportz,Kochi,9.9353,76.2592,2014,68138,Petrol,Manual,First,20.36,1197,78.9,5,4.07038252
Mercedes-Benz,Mercedes-Benz M-Class ML 250 CDI,Mumbai,18.9667,72.8333,2014,34000,Diesel,Automatic,First,15.26,2143,203.2,5,27.56331031
Volkswagen,Volkswagen Vento Petrol Comfortline,Mumbai,18.9667,72.8333,2013,67000,Petrol,Manual,First,15.04,1598,103.6,5,4.051687458
Honda,Honda Mobilio S i DTEC,Delhi,28.7,77.2,2015,64141,Diesel,Manual,First,24.2,1498,98.6,7,6.153066571
Maruti,Maruti Alto LXI,Kolkata,22.5411,88.3378,2019,1000,Petrol,Manual,First,24.7,796,47.3,5,5.466458655
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,18.9667,72.8333,2013,42000,Diesel,Automatic,First,13,2143,201.1,5,27.20868044
Honda,Honda City ZX VTEC Plus,Coimbatore,11,76.9667,2009,76677,Petrol,Manual,Third,16.9,1497,100,5,2.623308215
Audi,Audi A8 L 3.0 TDI quattro,Kochi,9.9353,76.2592,2013,66848,Diesel,Automatic,First,11.8,2967,246.7,5,34.64320654
Maruti,Maruti Swift Dzire VDi,Delhi,28.7,77.2,2010,111166,Diesel,Manual,First,19.3,1248,73.9,5,2.571630822
Hyundai,Hyundai Verna CRDi ABS,Chennai,13.09,80.27,2007,76000,Diesel,Manual,First,18.1,1493,110,5,1.993857755
Audi,Audi Q5 2008-2012 2.0 TDI,Coimbatore,11,76.9667,2012,94049,Diesel,Automatic,First,12.8,1968,167.6,5,20.00113697
BMW,BMW X1 sDrive20d,Ahmedabad,23.03,72.58,2014,47000,Diesel,Automatic,First,17.05,1995,184,5,20.82695311
Tata,Tata Nano XT,Delhi,28.7,77.2,2015,20047,Petrol,Manual,First,23.9,624,37.48,4,8.35201338
BMW,BMW 7 Series 730Ld DPE Signature,Chennai,13.09,80.27,2017,16000,Diesel,Automatic,First,16.77,2993,261.49,5,41.78117524
Honda,Honda Brio 1.2 S MT,Chennai,13.09,80.27,2012,27000,Petrol,Manual,First,18.5,1198,86.8,5,3.747630418
Maruti,Maruti Alto 800 2016-2019 LXI,Mumbai,18.9667,72.8333,2018,1001,Petrol,Manual,First,24.7,796,47.3,5,5.443083545
Hyundai,Hyundai i20 1.2 Sportz,Kolkata,22.5411,88.3378,2010,89312,Petrol,Manual,First,17,1197,80,5,2.227275095
Renault,Renault Duster 110PS Diesel RxZ,Pune,18.5236,73.8478,2012,93000,Diesel,Manual,Second,19.01,1461,108.45,5,3.472241487
Maruti,Maruti Swift Dzire VDI,Kolkata,22.5411,88.3378,2013,48000,Diesel,Manual,First,23.4,1248,74,5,4.063882623
Maruti,Maruti Dzire ZDI,Coimbatore,11,76.9667,2014,64917,Diesel,Manual,First,28.4,1248,73.75,5,3.911533375
Honda,Honda City i VTEC V,Jaipur,26.9167,75.8667,2017,19678,Petrol,Manual,First,17.8,1497,117.3,5,7.263721331
Jaguar,Jaguar XF Diesel,Kolkata,22.5411,88.3378,2014,12000,Diesel,Automatic,First,14.74,2993,270.9,5,46.77684086
BMW,BMW 3 Series 320d Luxury Line,Delhi,28.7,77.2,2014,41309,Diesel,Automatic,First,18.88,1995,184,5,20.80406811
BMW,BMW 3 Series Luxury Line,Coimbatore,11,76.9667,2018,25038,Diesel,Automatic,First,21.76,1995,190,5,33.84714876
Chevrolet,Chevrolet Beat Diesel LS,Coimbatore,11,76.9667,2016,68673,Diesel,Manual,First,25.44,936,56.3,5,6.462164397
Mercedes-Benz,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,11,76.9667,2018,26343,Diesel,Automatic,First,19.27,2143,167.62,5,38.94085547
Maruti,Maruti Omni E 8 Str STD,Bangalore,12.9699,77.598,2005,81245,Petrol,Manual,Fourth & Above,16.8,796,34.2,8,1.62449329
Nissan,Nissan Micra Diesel XV,Delhi,28.7,77.2,2012,62100,Diesel,Manual,First,23.08,1461,63.1,5,3.832403872
Volkswagen,Volkswagen Vento Petrol Highline,Pune,18.5236,73.8478,2013,104000,Petrol,Manual,First,15.04,1598,103.6,5,3.644118391
Audi,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,11,76.9667,2014,114831,Diesel,Automatic,First,17.68,1968,174.33,5,20.67176285
Fiat,Fiat Linea Dynamic,Mumbai,18.9667,72.8333,2010,46000,Petrol,Manual,First,14.6,1368,88.7,5,4.018482284
Hyundai,Hyundai Verna 1.6 SX,Jaipur,26.9167,75.8667,2014,80000,Diesel,Manual,First,22.32,1582,126.32,5,4.282593429
Hyundai,Hyundai i20 Active 1.2 S,Kolkata,22.5411,88.3378,2016,9201,Petrol,Manual,First,17.19,1197,81.86,5,6.224435336
Honda,Honda Brio V MT,Kochi,9.9353,76.2592,2013,55311,Petrol,Manual,First,19.4,1198,86.8,5,3.615119221
Honda,Honda Mobilio RS Option i DTEC,Coimbatore,11,76.9667,2015,58217,Diesel,Manual,First,24.5,1498,98.6,7,6.838213783
Mitsubishi,Mitsubishi Pajero Sport 4X4,Delhi,28.7,77.2,2013,70655,Diesel,Manual,First,13.5,2477,175.56,7,11.68158426
Hyundai,Hyundai i10 Magna,Kolkata,22.5411,88.3378,2015,46000,Petrol,Manual,First,20.36,1197,78.9,5,4.045348261
Tata,Tata Manza Club Class Quadrajet90 LS,Pune,18.5236,73.8478,2014,125000,Diesel,Manual,First,21.02,1248,88.8,5,3.382126449
Renault,Renault Duster Adventure Edition,Mumbai,18.9667,72.8333,2014,59000,Diesel,Manual,First,19.01,1461,108.45,5,5.202353996
Hyundai,Hyundai Verna CRDi 1.6 AT SX Plus,Mumbai,18.9667,72.8333,2013,66000,Diesel,Automatic,Second,22,1582,126.2,5,5.700965824
Maruti,Maruti Ritz VDi,Hyderabad,17.3667,78.4667,2009,82242,Diesel,Manual,First,21.1,1248,73.9,5,2.778502449
Toyota,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,17.3667,78.4667,2012,107281,Diesel,Manual,First,12.8,2494,102,8,7.722240487
Tata,Tata Sumo EX 10/7 Str BSII,Chennai,13.09,80.27,2015,196000,Diesel,Manual,Second,12.2,1948,68,10,7.597666591
Audi,Audi Q3 35 TDI Quattro Premium Plus,Ahmedabad,23.03,72.58,2015,75000,Diesel,Automatic,First,15.17,1968,181,5,21.14815366
Fiat,Fiat Grande Punto 1.2 Emotion,Kolkata,22.5411,88.3378,2011,11791,Petrol,Manual,First,16.2,1172,68,5,4.075019573
Hyundai,Hyundai Elantra SX,Ahmedabad,23.03,72.58,2013,46000,Petrol,Manual,First,16.3,1797,147.5,5,5.902696749
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,Pune,18.5236,73.8478,2011,81000,Diesel,Manual,Second,22.07,1199,73.9,5,2.453819649
Toyota,Toyota Etios Cross 1.2L G,Coimbatore,11,76.9667,2015,46950,Petrol,Manual,First,17.71,1197,78.8,5,9.061350327
Hyundai,Hyundai Grand i10 Asta Option,Chennai,13.09,80.27,2017,18000,Petrol,Manual,First,18.9,1197,82,5,6.561804617
Mahindra,Mahindra Scorpio S4 7 Seater,Coimbatore,11,76.9667,2016,95942,Diesel,Manual,First,15.4,2179,120,7,12.02901691
Maruti,Maruti Ciaz VXi Plus,Kochi,9.9353,76.2592,2016,42925,Petrol,Manual,First,20.73,1373,91.1,5,6.014511536
Ford,Ford Figo Petrol Titanium,Hyderabad,17.3667,78.4667,2014,33750,Petrol,Manual,First,15.6,1196,70.02,5,5.730178219
Mini,Mini Cooper S,Mumbai,18.9667,72.8333,2016,14000,Petrol,Automatic,First,13.6,1598,181,4,38.22621653
Hyundai,Hyundai Creta 1.6 CRDi SX,Bangalore,12.9699,77.598,2015,29000,Diesel,Manual,First,19.67,1582,126.2,5,7.245111862
Mahindra,Mahindra XUV500 W8 2WD,Kochi,9.9353,76.2592,2015,67365,Diesel,Manual,First,15.1,2179,140,7,11.21080677
Mahindra,Mahindra XUV500 W8 2WD,Coimbatore,11,76.9667,2014,67791,Diesel,Manual,First,15.1,2179,140,7,10.63988057
Mahindra,Mahindra Thar CRDe AC,Hyderabad,17.3667,78.4667,2016,20000,Diesel,Manual,First,16.55,2498,105,6,13.22918032
Maruti,Maruti Swift Dzire VDi,Jaipur,26.9167,75.8667,2011,90198,Diesel,Manual,Second,19.3,1248,73.9,5,2.554545573
Hyundai,Hyundai i10 Sportz 1.1L,Pune,18.5236,73.8478,2010,77000,Petrol,Manual,First,19.81,1086,68.05,5,1.808223378
Maruti,Maruti Ciaz VXi,Kochi,9.9353,76.2592,2017,42520,Petrol,Manual,First,20.73,1373,91.1,5,6.795922417
Maruti,Maruti Wagon R LXI DUO BSIII,Jaipur,26.9167,75.8667,2009,87829,LPG,Manual,First,17.3,1061,57.5,5,3.44725845
Maruti,Maruti Baleno Delta CVT,Ahmedabad,23.03,72.58,2017,21701,Petrol,Automatic,First,21.4,1197,83.1,5,7.805182921
Maruti,Maruti Alto LX BSIII,Coimbatore,11,76.9667,2008,86033,Petrol,Manual,First,19.7,796,46.3,5,1.749748772
Hyundai,Hyundai Xcent 1.2 Kappa S Option,Mumbai,18.9667,72.8333,2015,25000,Petrol,Manual,First,19.1,1197,81.86,5,5.559450878
Toyota,Toyota Corolla Altis Diesel D4DG,Kolkata,22.5411,88.3378,2011,45000,Diesel,Manual,First,21.43,1364,87.2,5,5.512810175
Volkswagen,Volkswagen Polo Petrol Highline 1.2L,Coimbatore,11,76.9667,2018,22987,Petrol,Manual,First,16.47,1198,73.9,5,7.469545431
Hyundai,Hyundai i10 Era,Jaipur,26.9167,75.8667,2009,48725,Petrol,Manual,First,19.81,1086,68.05,5,1.878136577
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz,Hyderabad,17.3667,78.4667,2013,42500,Petrol,Manual,First,18.9,1197,81.86,5,4.1192767
Hyundai,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,18.9667,72.8333,2014,35000,Petrol,Automatic,First,17.1,1591,121.4,5,7.114915282
Ford,Ford Fiesta 1.4 SXi TDCi ABS,Bangalore,12.9699,77.598,2014,56000,Diesel,Manual,Second,17.8,1399,68,5,4.988815524
Tata,Tata Xenon XT EX 4X2,Hyderabad,17.3667,78.4667,2014,10000,Diesel,Manual,First,13.49,2179,138.03,5,7.856679856
Maruti,Maruti Alto K10 2010-2014 VXI,Mumbai,18.9667,72.8333,2010,15669,Petrol,Manual,First,20.92,998,67.1,5,2.57404728
Audi,Audi A6 2011-2015 35 TDI Premium,Kochi,9.9353,76.2592,2016,55331,Diesel,Automatic,First,17.68,1968,174.33,5,26.07978991
Renault,Renault Duster 85PS Diesel RxL Optional,Pune,18.5236,73.8478,2015,44535,Diesel,Manual,First,20.46,1461,83.8,5,5.40412769
Mahindra,Mahindra Thar 4X4,Delhi,28.7,77.2,2012,74000,Diesel,Manual,First,16.55,2498,105,7,7.032261491
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,28.7,77.2,2014,77901,Diesel,Manual,First,12.99,2494,100.6,7,11.59201753
Maruti,Maruti Swift Dzire VXi,Kolkata,22.5411,88.3378,2010,58186,Petrol,Manual,First,17.5,1298,85.8,5,2.122007441
Chevrolet,Chevrolet Aveo 1.6 LT,Mumbai,18.9667,72.8333,2010,30000,Petrol,Manual,First,14.2,1598,102,5,3.505616439
Jaguar,Jaguar XE Portfolio,Coimbatore,11,76.9667,2018,14730,Petrol,Automatic,First,13.5,1999,246.74,5,39.14178787
Maruti,Maruti Alto LXi,Jaipur,26.9167,75.8667,2013,40000,Petrol,Manual,Second,19.7,796,46.3,5,2.574624184
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,Chennai,13.09,80.27,2007,88107,Petrol,Manual,Second,15.26,1150,74.9,5,2.504956161
Volkswagen,Volkswagen Vento 1.5 TDI Highline,Delhi,28.7,77.2,2012,53226,Diesel,Manual,Second,20.64,1498,108.5,5,4.048074927
Maruti,Maruti Swift VDI BSIV,Hyderabad,17.3667,78.4667,2013,76000,Diesel,Manual,First,25.2,1248,74,5,3.767539966
Toyota,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,17.3667,78.4667,2008,200000,Diesel,Manual,Second,12.8,2494,102,8,5.393538581
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Hyderabad,17.3667,78.4667,2013,73000,Diesel,Automatic,First,14.21,2143,203,5,24.24712523
Hyundai,Hyundai Accent GLE 1,Jaipur,26.9167,75.8667,2009,77200,Petrol,Manual,Second,13.2,1495,94,5,3.442998811
Audi,Audi A4 New 2.0 TDI Multitronic,Delhi,28.7,77.2,2012,67000,Diesel,Automatic,Second,15.2,1968,140.8,5,18.51400724
Chevrolet,Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,17.3667,78.4667,2005,150000,Diesel,Manual,Second,14.8,2499,80,10,3.440759192
Mahindra,Mahindra Xylo E8 ABS BS IV,Jaipur,26.9167,75.8667,2009,145278,Diesel,Manual,Second,11.68,2498,112,8,4.788161435
Hyundai,Hyundai i20 Active SX Diesel,Chennai,13.09,80.27,2015,62083,Diesel,Manual,First,21.19,1396,88.76,5,4.925534334
Honda,Honda Civic 2006-2010 1.8 V MT,Pune,18.5236,73.8478,2010,61696,Petrol,Manual,First,13.5,1799,130,5,2.622427215
Ford,Ford EcoSport 1.5 Diesel Titanium,Ahmedabad,23.03,72.58,2017,28000,Diesel,Manual,First,23,1498,98.96,5,8.42310953
Mercedes-Benz,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,11,76.9667,2013,50142,Diesel,Automatic,First,14.84,2143,170,5,28.22209869
Skoda,Skoda Superb Elegance 1.8 TSI AT,Mumbai,18.9667,72.8333,2014,45000,Petrol,Automatic,First,13.7,1798,157.75,5,7.741138385
Skoda,Skoda Rapid 1.5 TDI Elegance,Pune,18.5236,73.8478,2014,97513,Diesel,Manual,First,21.14,1498,103.52,5,4.893266708
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Mumbai,18.9667,72.8333,2011,55000,Petrol,Automatic,Second,12.3,1796,185,5,17.14753589
Maruti,Maruti 800 AC,Hyderabad,17.3667,78.4667,2004,82000,Petrol,Manual,Second,16.1,796,37,4,2.247627017
Maruti,Maruti Swift LDI,Delhi,28.7,77.2,2013,71501,Diesel,Manual,First,22.9,1248,74,5,3.583166135
Honda,Honda BR-V i-DTEC S MT,Hyderabad,17.3667,78.4667,2017,23000,Diesel,Manual,First,21.9,1498,98.6,7,9.872067961
Audi,Audi A6 2011-2015 2.0 TDI Technology,Kochi,9.9353,76.2592,2015,66095,Diesel,Automatic,First,17.68,1968,174.33,5,22.00193931
Toyota,Toyota Fortuner 3.0 Diesel,Mumbai,18.9667,72.8333,2014,49500,Diesel,Manual,First,11.5,2982,171,7,16.32003002
Toyota,Toyota Camry MT with Moonroof,Chennai,13.09,80.27,2009,90000,Petrol,Manual,First,13.4,2362,164.7,5,5.815675018
